Topaz, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Attired, Duchess, Short, in shape, Oval Face, Tan Skin, Chestnut Hair, Hazel Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Wedding Updo, full breasts, Faux gauge earrings, magenta metallic lipstick
Hematite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Veiled, Belle, Short, Slim, Square Face, Tan Skin, Red Hair, blue Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Long Hair, Coarse Hair, Braided Half Up, natural breasts, Threader earrings, black velvet lipstick
Lapis Lazuli, A crystalized formation with jagged edges, resembling a miniature mountain range, Curtained, Phenom, Average Height, in shape, Heart-Shaped Face, Dark Skin, Strawberry Blonde Hair, coral Eyes, Wide Nose, Full Lips, Prominent Chin, Long Hair, Straight Hair, High Chignon, large breasts, Faux gauge earrings, plum sheer lipstick
Obsidian, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Outfitted, Countess, Short, Wide Hips, Triangular Face, Olive Skin, Honey Blonde Hair, Brown Eyes, Wide Nose, Full Lips, Round Chin, Long Hair, Straight Hair, High Ponytail, augmented breasts, Faux gauge earrings, grape cream lipstick
Agate, A crystalized formation with jagged edges, resembling a miniature mountain range, Adorned with, Belle, Short, Thin, Oval Face, Dark Skin, Blonde Hair, jade Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Low Updo, natural breasts, Hoop earrings, terracotta stain lipstick
Iolite, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Bedecked, Duchess, Average Height, Narrow Hips, Square Face, Fair Skin, Strawberry Blonde Hair, Gray Eyes, Short Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Blunt Bangs, round breasts, Stud earrings, rust velvet lipstick
Aquamarine, Crystals that grow in clusters, creating a textured and multidimensional surface, Curtained, Madam, Tall, Narrow Hips, Round Face, Tan Skin, Honey Blonde Hair, purple Eyes, Narrow Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Boho Braid, asymmetrical breasts, Cuff earrings, fuchsia satin lipstick
Obsidian, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Wrapped up, Chanteuse, Short, Slim, Heart-Shaped Face, Olive Skin, Silver Hair, Brown Eyes with Green Flecks, Narrow Nose, Pouty Lips, Prominent Chin, Long Hair, Wavy Hair, Fancy Updo, round breasts, Stud earrings, peach satin lipstick
Pearl, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Embellished, Trailblazer, Average Height, Lean, Round Face, Dark Skin, Strawberry Blonde Hair, brown Eyes, Narrow Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Blunt Bangs, natural breasts, , terracotta sheer lipstick
Iolite, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Embellished, Baroness, Tall, Athletic, Oval Face, Tan Skin, Blonde Hair, peach Eyes, Long Nose, Full Lips, Sharp Chin, Long Hair, Curly Hair, Tapered Afro, small breasts, Dangle earrings, peach matte lipstick
Garnet, A crystalized formation with sharp edges and intricate geometric patterns, Bedizened, Enchantress, Tall, Athletic, Heart-Shaped Face, Olive Skin, White Hair, teal Eyes, Wide Nose, Thin Lips, Prominent Chin, Long Hair, Thick Hair, Chignon, perky breasts, Faux gauge earrings, pink gloss lipstick
Onyx, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Adorned, Enchantress, Tall, Toned, Diamond-Shaped Face, Dark Skin, Dark Brown Hair, grey-blue Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Wavy Layered Bob, asymmetrical breasts, Threader earrings, brown satin lipstick
Agate, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Vestured, Queen, Tall, Athletic, Round Face, Fair Skin, Gray Hair, Hazel Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Low Messy Bun, large breasts, Threader earrings, light pink cream lipstick
Quartz, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Outfitted, Madame, Tall, Wide Hips, Diamond-Shaped Face, Tan Skin, Strawberry Blonde Hair, ruby Eyes, Long Nose, Full Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Tapered Afro, full breasts, Dangle earrings, fuchsia metallic lipstick
Aquamarine, A crystalized formation with sharp edges and intricate geometric patterns, Gowned, Mistress, Average Height, Fit, Round Face, Olive Skin, Dark Brown Hair, aquamarine Eyes, Long Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Updo, small breasts, Clip-on earrings, rose metallic lipstick
Turquoise, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Veiled, Countess, Short, Wide Hips, Heart-Shaped Face, Tan Skin, Light Brown Hair, grey-blue Eyes, Narrow Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Side Bangs, asymmetrical breasts, Huggie earrings, pink cream lipstick
Peridot, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Togged, Babe, Short, Lean, Square Face, Dark Skin, Chestnut Hair, amethyst Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Ballerina Bun, augmented breasts, , rust cream lipstick
Sapphire, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Adorned with, Escort, Average Height, Fit, Oval Face, Dark Skin, Silver Hair, coral Eyes, Straight Nose, Thick Lips, Round Chin, Long Hair, Fine Hair, Messy Top Knot, asymmetrical breasts, Dangle earrings, burgundy matte lipstick
Lapis Lazuli, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Wrapped, Empress, Tall, Fit, Square Face, Dark Skin, Platinum Blonde Hair, pink Eyes, Wide Nose, Full Lips, Sharp Chin, Long Hair, Wavy Hair, Bob with Bangs, perky breasts, Huggie earrings, teal satin lipstick
Iolite, A crystalized formation with sharp edges and intricate geometric patterns, Covered, Siren, Average Height, Firm, Oval Face, Fair Skin, Black Hair, Hazel Eyes with Green Flecks, Long Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Curled Bob, large breasts, Drop earrings, plum cream lipstick
Alexandrite, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Mantled, Mistress, Tall, Firm, Triangular Face, Dark Skin, Honey Blonde Hair, blue Eyes, Straight Nose, Thick Lips, Prominent Chin, Long Hair, Coarse Hair, High Bun, round breasts, Faux gauge earrings, plum matte lipstick
Lapis Lazuli, A crystalized formation with jagged edges, resembling a miniature mountain range, Wrapped up, Gal, Short, Athletic, Round Face, Tan Skin, Red Hair, coral Eyes, Long Nose, Pouty Lips, Prominent Chin, Long Hair, Thick Hair, Long Wavy Hair, saggy breasts, Hoop earrings, orange cream lipstick
Obsidian, A crystalized formation with jagged edges, resembling a miniature mountain range, Adorned with, Charmer, Tall, Wide Hips, Diamond-Shaped Face, Dark Skin, Chestnut Hair, Hazel Eyes, Straight Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Straight Updo, natural breasts, Dangle earrings, hot pink sheer lipstick
Tanzanite, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Swathed, Mistress, Average Height, Fit, Triangular Face, Olive Skin, Auburn Hair, grey Eyes, Short Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Herringbone Braid, augmented breasts, Clip-on earrings, green stain lipstick
Amethyst, Transparent crystals that refract light, casting beautiful prisms and rainbows, Enrobed, Female Viking, Short, Fit, Oval Face, Tan Skin, Platinum Blonde Hair, Hazel Eyes, Straight Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Wavy Bob, natural breasts, , berry gloss lipstick
Malachite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Hooded, Mistress, Short, Thin, Diamond-Shaped Face, Dark Skin, Gray Hair, ice blue Eyes, Wide Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Dutch Braid, large breasts, Cuff earrings, rust stain lipstick
Moonstone, Crystals that grow in clusters, creating a textured and multidimensional surface, Donned in, Miss, Short, Slim, Triangular Face, Dark Skin, Honey Blonde Hair, red Eyes, Long Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Double Braided Crown, small breasts, Clip-on earrings, light pink sheer lipstick
Opal, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Adorned with, Woman, Tall, Wide Hips, Heart-Shaped Face, Tan Skin, Golden Blonde Hair, Hazel Eyes with Green Flecks, [[Curved Nose]], Full Lips, Receding Chin, Long Hair, Thick Hair, Formal Braided Updo, large breasts, Faux gauge earrings, plum velvet lipstick
Labradorite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Shrouded, Countess, Average Height, Lean, Diamond-Shaped Face, Dark Skin, Chestnut Hair, purple Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Curly Afro, perky breasts, Dangle earrings, berry sheer lipstick
Pearl, Crystals that grow in clusters, creating a textured and multidimensional surface, Curtained, Enchantress, Tall, Fit, Heart-Shaped Face, Olive Skin, Auburn Hair, jade Eyes, Straight Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Low Messy Bun, round breasts, Dangle earrings, beige stain lipstick
Tourmaline, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Appareled, Miss, Short, Athletic, Diamond-Shaped Face, Dark Skin, Honey Blonde Hair, purple Eyes, Narrow Nose, Thin Lips, Round Chin, Long Hair, Coarse Hair, Top Knot, small breasts, Faux gauge earrings, berry gloss lipstick
Emerald, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Attired, Visionary, Short, Firm, Diamond-Shaped Face, Tan Skin, Blonde Hair, Hazel Eyes, Long Nose, Thick Lips, Sharp Chin, Long Hair, Straight Hair, Long Curly Hair, asymmetrical breasts, Cuff earrings, terracotta cream lipstick
Ruby, A crystalized formation with jagged edges, resembling a miniature mountain range, Adorned with, Charmer, Short, Narrow Hips, Triangular Face, Olive Skin, Brunette Hair, amber Eyes, Long Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Wavy Updo, round breasts, Faux gauge earrings, rust cream lipstick
Rhodochrosite, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Attired, Escort, Tall, in shape, Diamond-Shaped Face, Dark Skin, Light Brown Hair, teal Eyes, Narrow Nose, Pouty Lips, Sharp Chin, Long Hair, Curly Hair, Curly Afro, perky breasts, Dangle earrings, orange sheer lipstick
Rhodochrosite, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Bedizened, Empress, Short, Firm, Triangular Face, Tan Skin, Platinum Blonde Hair, yellow Eyes, Long Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Low Chignon, saggy breasts, Hoop earrings, pink velvet lipstick
Onyx, A network of crystalized branches, capturing the beauty of nature's delicate formations, Gowned, Temptress, Tall, Athletic, Round Face, Olive Skin, White Hair, black Eyes, Long Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Frohawk, firm breasts, Clip-on earrings, peach matte lipstick
Aquamarine, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Donned in, Madame, Tall, Thin, Triangular Face, Olive Skin, Auburn Hair, hazel Eyes, Straight Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Long Curly Hair, saggy breasts, Clip-on earrings, cream satin lipstick
Obsidian, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Togged, Gal, Short, Wide Hips, Square Face, Olive Skin, Light Brown Hair, Hazel Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Waterfall Braid, full breasts, Faux gauge earrings, rust gloss lipstick
Tourmaline, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Garbed, Diva, Tall, in shape, Oval Face, Dark Skin, Gray Hair, grey Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Beach Waves, firm breasts, Huggie earrings, magenta metallic lipstick
Aventurine, Crystals that grow in clusters, creating a textured and multidimensional surface, Garbed, Starlet, Average Height, in shape, Oval Face, Tan Skin, Auburn Hair, yellow Eyes, Narrow Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Sleek Waves, saggy breasts, Huggie earrings, golden matte lipstick
Obsidian, A network of crystalized branches, capturing the beauty of nature's delicate formations, Gowned, Empress, Average Height, in shape, Round Face, Olive Skin, Golden Blonde Hair, grey-blue Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Side-Swept Bangs, soft breasts, Huggie earrings, pink satin lipstick
Diamond, Crystals that grow in clusters, creating a textured and multidimensional surface, Enrobed, Diva, Average Height, in shape, Square Face, Dark Skin, Chestnut Hair, grey-blue Eyes, [[Curved Nose]], Thick Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Tousled Waves, full breasts, Dangle earrings, plum stain lipstick
Malachite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Donned in, Empress, Short, Firm, Square Face, Tan Skin, Golden Blonde Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Full Lips, Sharp Chin, Long Hair, Fine Hair, Long Curly Hair, round breasts, Faux gauge earrings, rust velvet lipstick
Labradorite, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Attired, Luminary, Short, in shape, Heart-Shaped Face, Dark Skin, Platinum Blonde Hair, coral Eyes, Wide Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Smooth Waves, natural breasts, , terracotta matte lipstick
Garnet, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Arrayed, Visionary, Tall, Firm, Triangular Face, Tan Skin, Brunette Hair, ice blue Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Curly Hair, Chignon, asymmetrical breasts, , rose metallic lipstick
Ruby, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Enrobed, Temptress, Average Height, Athletic, Triangular Face, Dark Skin, Chestnut Hair, pink Eyes, Short Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Fishbone Braid, soft breasts, Clip-on earrings, berry stain lipstick
Topaz, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Sporting, Seductress, Short, Athletic, Oval Face, Olive Skin, Chestnut Hair, teal Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Side-Swept Bangs, full breasts, Drop earrings, beige velvet lipstick
Aquamarine, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Shrouded, Female Warrior, Tall, Skinny, Diamond-Shaped Face, Olive Skin, Gray Hair, red Eyes, Long Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Half Up Half Down, firm breasts, Clip-on earrings, cream matte lipstick
Amethyst, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Vestured, Madam, Short, Firm, Square Face, Fair Skin, Golden Blonde Hair, Hazel Eyes with Green Flecks, Long Nose, Thin Lips, Round Chin, Long Hair, Coarse Hair, Curled Bob, large breasts, Threader earrings, hot pink gloss lipstick
Agate, Crystals that grow in clusters, creating a textured and multidimensional surface, Wrapped up, Miss, Tall, in shape, Square Face, Dark Skin, Light Brown Hair, green Eyes, Straight Nose, Pouty Lips, Round Chin, Long Hair, Fine Hair, Top Knot, soft breasts, Hoop earrings, soft pink cream lipstick
